date,score_0_100,breadth_score,trend_score,momentum_score,liquidity_score,volatility_score,leadership_score,capital_score,ew_return_1d,advancers,decliners,unchanged,new_high_20,new_low_20,limit_up_like,limit_down_like,coverage,ew_index,score_ma3,breadth_ma3,score_delta3,state,silver_finger,gold_finger
2020-02-12,53.28148401882582,87.09295441089402,14.813254703734907,54.255319148936195,41.519793612746334,31.697412519581412,82.57511934849762,55.04148748590113,0.016804958286337095,2942,436,183,116,0,121,0,3561,986.0355580163701,47.59754471447447,67.20260366347327,4.406638279483218,TRANSITION,False,False
2020-02-13,35.191812329845334,22.32785940651109,13.962952568060624,44.16058394160585,45.28543850025126,32.31665142874529,78.0662363177098,47.241296473627145,-0.009195678421242848,775,2696,92,103,3,60,7,3563,976.9682921129408,41.91141875508598,48.86359768401786,-17.05837787816546,DEFENSIVE,False,False
2020-02-14,41.07908188518335,47.60606060606061,14.333800841514726,50.0,39.11864451065932,32.815393175109996,71.31837307152875,50.59266528204953,0.0019755509401651002,1571,1729,265,77,1,66,4,3565,978.8983427409361,43.184126077951504,52.34229147448857,3.81812196859655,TRANSITION,False,False
2020-02-17,62.76135699785487,97.91196388261851,23.2398316970547,61.78294573643406,55.724213279540415,29.990121426375747,100.0,60.206273855111014,0.03402091285037005,3470,74,21,210,0,174,1,3565,1012.2013579486973,46.34408373762785,55.9486279650634,9.479872979029047,RECOVERY,False,False
2020-02-18,57.84949226167908,76.32344386271089,30.765993265993263,55.36762692216794,57.65582471407746,29.0754647128594,100.0,55.08736852159901,0.016957895071996708,2624,814,126,280,0,131,1,3564,1029.3661623685236,53.896643714905764,73.94715611713,22.657679931833748,RECOVERY,False,False
2020-02-19,45.04431701576121,33.45049794961922,30.493273542600896,47.176192414287655,55.971702497362365,28.69695871853779,98.20627802690582,48.41059817088722,-0.005298006097042594,1142,2272,154,173,1,92,22,3568,1023.9125741642059,55.21838875843172,69.22863523164953,3.9652351305778595,TRANSITION,False,False
2020-02-20,62.50034079728759,86.11351195620858,41.24159192825112,55.72780215776629,58.79805560152367,27.77022443755033,100.0,55.35486629873366,0.017849554329112224,2989,482,97,218,0,115,2,3568,1042.188957285011,55.13138335824263,65.29581792284624,-0.26101620056727626,RECOVERY,False,False
2020-02-21,57.329596737294786,63.979622415343115,43.946188340807176,51.7182143265714,62.664925496804834,27.358987260008227,100.0,53.041675315806266,0.010138917719354244,2135,1202,231,301,0,105,1,3568,1052.7556253709433,54.95808485011454,61.18121077372364,-0.519895524384296,RECOVERY,False,False
2020-02-24,55.70853439896334,58.292043136111914,42.91514981797816,51.78253119429588,62.97998624886216,26.511119772256365,100.0,53.740081152807804,0.012466937176026035,2000,1431,140,532,1,168,4,3571,1065.8802636141509,58.512823977848576,69.46172583588786,10.664217383202129,RECOVERY,False,False
2020-02-25,47.481187388714275,30.344434955878164,38.661814109742444,44.03725787933779,69.84669754281158,26.114517329792708,100.0,49.37341562989128,-0.0020886145670290807,1066,2447,59,427,2,141,0,3572,1063.6540505688574,53.50643950832413,50.872033502444395,-15.019153408573317,TRANSITION,False,False
2020-02-26,46.65689213633534,35.96997690531178,38.95267432091851,45.84332533972826,63.064286572991655,25.40329960735982,87.24446933632035,45.45888729095366,-0.015137042363487778,1246,2218,107,139,6,83,140,3571,1047.5534741453012,49.94887130800432,41.53548499910062,-10.672704600959449,TRANSITION,False,False
2020-02-27,50.31598650042244,51.5106192043075,40.63287594511341,50.0,47.6593043665899,25.305699208953047,95.92551106132736,50.794796566127,0.0026493218870899966,1722,1621,228,169,5,90,31,3571,1050.3287804922513,48.15135534182402,39.27501035516582,-5.392547898540897,TRANSITION,False,False
2020-02-28,25.911259273763747,5.925301881493961,17.604254128183598,27.60676532769555,57.25305194148176,22.01425615452326,42.72320179121187,34.12729185606859,-0.05290902714643803,211,3350,12,48,74,50,370,3573,994.7569065325017,40.96137930350718,31.13529933037108,-21.569928114950528,DEFENSIVE,False,False
2020-03-02,63.667177531272124,96.88026981450253,32.76875699888018,65.08477367129485,44.7973229572455,32.857602359669805,100.0,62.50567895244823,0.041685596508160776,3447,111,14,225,4,232,2,3572,1036.223941561922,46.63147443515277,51.43873030010133,17.010285394936787,RECOVERY,True,False
2020-03-03,57.358970858930356,73.11669128508123,35.06856982927512,52.88808664259932,52.19186013054939,36.18571293620691,100.0,53.71041524424043,0.012368050814134746,2475,910,188,265,2,99,0,3573,1049.0400119259828,48.97913588798875,58.64075432702591,7.0429843585079155,RECOVERY,False,False
2020-03-04,55.181389991813866,68.24284880326911,36.48459383753501,53.40691809838161,43.29276093581764,36.660960844195,100.0,53.05422167880389,0.010180738929346319,2338,1088,144,357,4,91,5,3570,1059.7200144138394,58.73584612733878,79.41326996761762,29.27013071805012,RECOVERY,False,False
2020-03-05,62.255042660973835,81.81291630466261,40.61887426491179,56.247619047619054,58.67311431732982,36.644113440567736,100.0,55.51034766053452,0.01836782553511507,2825,628,118,599,0,144,1,3571,1079.1847667546626,58.26513450390602,74.39081879767097,-1.4121348702982885,RECOVERY,False,False
2020-03-06,48.25367557905296,40.07611241217799,38.946483608854024,47.83491204330175,47.55122862903303,36.634795140406915,100.0,49.479002786934984,-0.0017366573768833958,1369,2047,153,327,0,101,4,3569,1077.3105925684579,55.230036077280225,63.377292506703235,-9.105295279877396,TRANSITION,False,False
2020-03-09,30.315277424293342,13.397399660825327,24.810871392546932,35.12396694214877,50.894641441146064,34.96840477192388,35.99047352199496,40.10148287383032,-0.03299505708723226,474,3064,31,155,205,79,122,3569,1041.7646680659816,46.94133188810671,45.09547612588864,-24.866112567520524,DEFENSIVE,False,False
2020-03-10,58.83760118585166,84.46796338672769,30.050434295320816,57.43494423791829,47.69648008035589,34.40408593440038,96.79181843653683,56.42438790541463,0.021414626351382113,2953,543,73,180,13,130,30,3569,1064.0736691786863,45.80218472973266,45.980491819910334,-3.4174414751221747,RECOVERY,False,False
2020-03-11,40.366732541901996,27.246292526897353,26.63210983468759,45.22862823061624,41.73734263896872,34.46225210427284,93.70972261137574,47.33288682475062,-0.008890377250831286,937,2502,130,160,4,72,12,3569,1054.6136528370116,43.173203717349,41.70388519148345,-7.886943037150964,TRANSITION,False,False
2020-03-12,25.159957037038268,14.5851033701501,16.942264573991032,40.822680102271015,35.56951967826478,33.4552527620856,11.042600896860987,44.33225893455015,-0.01889247021816618,515,3016,37,95,234,53,17,3568,1034.6893958091168,41.45476358826397,42.099786427925046,-5.155320387255074,DEFENSIVE,False,False
2020-03-13,26.206097734001936,22.501427755568248,12.80112044817927,43.209466058537906,39.6858057203308,32.63881954244262,0.0,46.44687968798913,-0.011843734373369571,788,2714,68,97,598,71,27,3570,1022.4348094462113,30.577595770980732,21.444274550871896,-32.631503451849724,DEFENSIVE,False,False
2020-03-16,19.657817697667333,8.328627893845287,7.408963585434174,34.90930987920149,38.12355738506585,32.156911451775,0.0,38.464935446031404,-0.03845021517989531,295,3247,28,44,793,42,211,3570,983.1219710155892,23.674624156235847,15.138386339854542,-20.708914844234663,RISK_OFF,False,False
2020-03-17,29.46838655199714,41.31578947368421,7.116839450826562,47.98319327731089,32.27639411960341,32.109077022185204,0.0,49.32450963310224,-0.002251634556325882,1413,2007,149,52,706,72,22,3569,980.9083396125671,25.110767327888805,24.048615041032576,4.3084295149588705,DEFENSIVE,False,False
2020-03-18,22.088110921770948,17.401325266493807,5.726687202464296,42.75362318840581,31.177793046000364,32.365305329511116,0.0,45.32398393085195,-0.015586720230493485,604,2867,100,47,390,50,11,3571,965.6191957512682,23.738105057145138,22.348580878007766,-4.117986812230988,RISK_OFF,False,False
2020-03-19,35.31601195777912,62.7256843331392,6.785114717403469,52.580645161290285,29.976493811283174,32.78273470755172,0.0,52.31447228744878,0.0077149076248292535,2154,1280,140,50,453,76,23,3574,973.0688586472512,28.957503143849067,40.48093302443907,15.658194260111785,DEFENSIVE,False,False
2020-03-20,46.636937654133206,80.77034462785984,8.501118568232663,54.8582995951417,26.42005929078392,32.16112170450581,66.2192393736018,54.28675685644227,0.014289189521474226,2789,664,123,71,13,95,9,3576,986.9732239859064,34.68035351122776,53.632451409164275,17.168551102136067,TRANSITION,True,False
2020-03-23,17.754176146042536,8.4554678692221,6.080514397539838,34.65011286681716,28.021620989118613,30.99589983041653,0.0,38.47712475594049,-0.038409584146865065,300,3248,29,38,1033,43,186,3577,949.0639928885172,33.23570858598495,50.65049894340704,-4.333934775728412,RISK_OFF,False,False
2020-03-24,46.1058132482228,87.21655328798185,8.009505171931787,57.65724703737458,28.349865471168368,30.155472914013238,39.93570030752027,55.79179386812372,0.0193059795604124,3077,451,49,35,71,75,18,3577,967.3866029367463,36.83230901613285,58.81412192835459,10.789801290443684,TRANSITION,True,False
2020-03-25,51.81764134569096,92.9869392390687,11.090909090909092,57.64525993883795,33.819330898338876,30.19493093635933,67.62237762237761,57.02610472583481,0.02342034908611606,3275,247,53,67,4,98,2,3575,990.0431348787567,38.5592102466521,62.88632013209088,5.180703691557753,TRANSITION,False,False
2020-03-26,31.26915546538035,26.555299539170505,10.134190662566397,44.47300771208225,28.712833353857402,30.41562001293454,62.300810735252995,47.07946426729484,-0.009735119109017221,922,2550,105,57,13,47,15,3577,980.4049470376473,43.06420335309804,68.91959735540702,13.514979319337815,DEFENSIVE,False,False
