date,cash,market_value,equity,peak_equity,drawdown,open_positions,pending_orders,realized_pnl,loss_streak,risk_multiplier,new_signals
2026-09-08,1000000.0,0,1000000.0,1000000.0,0.0,0,0,0.0,0,1.0,0
